latin	shavian	part of speech	pronunciation	frequency
ridgepole	𐑮𐑦𐑡𐑐𐑴𐑤			
ridgepoles	𐑮𐑦𐑡𐑐𐑴𐑤𐑟			
ridging	𐑮𐑦𐑡𐑦𐑙			
ridicules	𐑮𐑦𐑛𐑦𐑒𐑿𐑤𐑟			
ridiculing	𐑮𐑦𐑛𐑦𐑒𐑿𐑤𐑦𐑙			
ridings	𐑮𐑲𐑛𐑦𐑙𐑟			
rids	𐑮𐑦𐑛𐑟			
riesling	𐑮𐑰𐑟𐑤𐑦𐑙			
rieslings	𐑮𐑰𐑟𐑤𐑦𐑙𐑟			
riffle	𐑮𐑦𐑓𐑩𐑤			
riffled	𐑮𐑦𐑓𐑩𐑤𐑛			
riffles	𐑮𐑦𐑓𐑩𐑤𐑟			
riffling	𐑮𐑦𐑓𐑩𐑤𐑦𐑙			
riffs	𐑮𐑦𐑓𐑕			
rifled	𐑮𐑲𐑓𐑩𐑤𐑛			
rifleman	𐑮𐑲𐑓𐑩𐑤𐑥𐑩𐑯			
riflemen	𐑮𐑲𐑓𐑩𐑤𐑥𐑧𐑯			
rifts	𐑮𐑦𐑓𐑑𐑕			
riga	𐑮𐑰𐑜𐑩			
rigger	𐑮𐑦𐑜𐑼			
riggers	𐑮𐑦𐑜𐑼𐑟			
righted	𐑮𐑲𐑑𐑩𐑛			
righteously	𐑮𐑲𐑗𐑩𐑕𐑤𐑦			
rightfulness	𐑮𐑲𐑑𐑓𐑩𐑤𐑯𐑩𐑕			
righthand	𐑮𐑲𐑑𐑣𐑨𐑯𐑛			
righting	𐑮𐑲𐑑𐑦𐑙			
rightist	𐑮𐑲𐑑𐑦𐑕𐑑			
rightists	𐑮𐑲𐑑𐑦𐑕𐑑𐑕			
rightness	𐑮𐑲𐑑𐑯𐑩𐑕			
rigidities	𐑮𐑦𐑡𐑦𐑛𐑦𐑑𐑦𐑟			
rigidity	𐑮𐑦𐑡𐑦𐑛𐑦𐑑𐑦			
rigidly	𐑮𐑦𐑡𐑦𐑛𐑤𐑦			
rigmarole	𐑮𐑦𐑜𐑥𐑼𐑴𐑤			
rigmaroles	𐑮𐑦𐑜𐑥𐑼𐑴𐑤𐑟			
rigorously	𐑮𐑦𐑜𐑼𐑩𐑕𐑤𐑦			
rigour	𐑮𐑦𐑜𐑼			
rigours	𐑮𐑦𐑜𐑼𐑟			
rigout	𐑮𐑦𐑜𐑬𐑑			
rigouts	𐑮𐑦𐑜𐑬𐑑𐑕			
rijeka	𐑮𐑦𐑧𐑒𐑩			
riles	𐑮𐑲𐑤𐑟			
riling	𐑮𐑲𐑤𐑦𐑙			
rill	𐑮𐑦𐑤			
rills	𐑮𐑦𐑤𐑟			
rime	𐑮𐑲𐑥			
rimed	𐑮𐑲𐑥𐑛			
rimes	𐑮𐑲𐑥𐑟			
riming	𐑮𐑲𐑥𐑦𐑙			
rimini	𐑮𐑦𐑥𐑦𐑯𐑦			
rimmed	𐑮𐑦𐑥𐑛			
rimming	𐑮𐑦𐑥𐑦𐑙			
rind	𐑮𐑲𐑯𐑛			
rinderpest	𐑮𐑦𐑯𐑛𐑼𐑐𐑧𐑕𐑑			
ringed	𐑮𐑦𐑙𐑛			
ringleaders	𐑮𐑦𐑙𐑤𐑰𐑛𐑼𐑟			
ringlet	𐑮𐑦𐑙𐑤𐑩𐑑			
ringlets	𐑮𐑦𐑙𐑤𐑩𐑑𐑕			
ringmaster	𐑮𐑦𐑙𐑥𐑨𐑕𐑑𐑼			
ringmasters	𐑮𐑦𐑙𐑥𐑨𐑕𐑑𐑼𐑟			
ringsides	𐑮𐑦𐑙𐑕𐑲𐑛𐑟			
ringwood	𐑮𐑦𐑙𐑢𐑫𐑛			
ringworm	𐑮𐑦𐑙𐑢𐑻𐑥			
rinks	𐑮𐑦𐑙𐑒𐑕			
rinsed	𐑮𐑦𐑯𐑕𐑑			
rinses	𐑮𐑦𐑯𐑕𐑩𐑟			
rioted	𐑮𐑲𐑩𐑑𐑩𐑛			
rioter	𐑮𐑲𐑩𐑑𐑼			
rioters	𐑮𐑲𐑩𐑑𐑼𐑟			
riotous	𐑮𐑲𐑩𐑑𐑩𐑕			
riotously	𐑮𐑲𐑩𐑑𐑩𐑕𐑤𐑦			
riparian	𐑮𐑲𐑐𐑺𐑾𐑯			
ripcord	𐑮𐑦𐑐𐑒𐑹𐑛			
ripcords	𐑮𐑦𐑐𐑒𐑹𐑛𐑟			
ripely	𐑮𐑲𐑐𐑤𐑦			
ripen	𐑮𐑲𐑐𐑩𐑯			
ripened	𐑮𐑲𐑐𐑩𐑯𐑛			
ripeness	𐑮𐑲𐑐𐑯𐑩𐑕			
ripening	𐑮𐑲𐑐𐑩𐑯𐑦𐑙			
ripens	𐑮𐑲𐑐𐑩𐑯𐑟			
riper	𐑮𐑲𐑐𐑼			
ripest	𐑮𐑲𐑐𐑩𐑕𐑑			
ripon	𐑮𐑦𐑐𐑩𐑯			
riposte	𐑮𐑦𐑐𐑴𐑕𐑑			
riposted	𐑮𐑦𐑐𐑴𐑕𐑑𐑩𐑛			
ripostes	𐑮𐑦𐑐𐑴𐑕𐑑𐑕			
riposting	𐑮𐑦𐑐𐑴𐑕𐑑𐑦𐑙			
rippled	𐑮𐑦𐑐𐑩𐑤𐑛			
ripsaw	𐑮𐑦𐑐𐑕𐑷			
ripsaws	𐑮𐑦𐑐𐑕𐑷𐑟			
riptide	𐑮𐑦𐑐𐑑𐑲𐑛			
riptides	𐑮𐑦𐑐𐑑𐑲𐑛𐑟			
risborough	𐑮𐑦𐑟𐑚𐑼𐑩			
risca	𐑮𐑦𐑕𐑒𐑩			
risers	𐑮𐑲𐑟𐑼𐑟			
rishton	𐑮𐑦𐑖𐑑𐑩𐑯			
risibility	𐑮𐑦𐑟𐑩𐑚𐑦𐑤𐑦𐑑𐑦			
risible	𐑮𐑦𐑟𐑩𐑚𐑩𐑤			
risings	𐑮𐑲𐑟𐑦𐑙𐑟			
riskier	𐑮𐑦𐑕𐑒𐑽			
riskiest	𐑮𐑦𐑕𐑒𐑾𐑕𐑑			
riskily	𐑮𐑦𐑕𐑒𐑦𐑤𐑦			
riskiness	𐑮𐑦𐑕𐑒𐑦𐑯𐑩𐑕			
risottos	𐑮𐑦𐑟𐑪𐑑𐑴𐑟			
risque	𐑮𐑰𐑕𐑒𐑱			
rissole	𐑮𐑦𐑕𐑴𐑤			
rissoles	𐑮𐑦𐑕𐑴𐑤𐑟			
ritualism	𐑮𐑦𐑗𐑵𐑩𐑤𐑦𐑟𐑩𐑥			
ritualist	𐑮𐑦𐑗𐑵𐑩𐑤𐑦𐑕𐑑			
ritualists	𐑮𐑦𐑗𐑵𐑩𐑤𐑦𐑕𐑑𐑕			
rivalled	𐑮𐑲𐑝𐑩𐑤𐑛			
rivalling	𐑮𐑲𐑝𐑩𐑤𐑦𐑙			
rivalries	𐑮𐑲𐑝𐑩𐑤𐑮𐑦𐑟			
rive	𐑮𐑲𐑝			
rived	𐑮𐑲𐑝𐑛			
riven	𐑮𐑦𐑝𐑩𐑯			
riverbanks	𐑮𐑦𐑝𐑼𐑚𐑨𐑙𐑒𐑕			
riverbed	𐑮𐑦𐑝𐑼𐑚𐑧𐑛			
riversides	𐑮𐑦𐑝𐑼𐑕𐑲𐑛𐑟			
rives	𐑮𐑲𐑝𐑟			
rivet	𐑮𐑦𐑝𐑩𐑑			
riveter	𐑮𐑦𐑝𐑩𐑑𐑼			
riveters	𐑮𐑦𐑝𐑩𐑑𐑼𐑟			
rivets	𐑮𐑦𐑝𐑩𐑑𐑕			
riving	𐑮𐑲𐑝𐑦𐑙			
rivulet	𐑮𐑦𐑝𐑿𐑤𐑩𐑑			
rivulets	𐑮𐑦𐑝𐑿𐑤𐑩𐑑𐑕			
rly	𐑮𐑤𐑦			
roadbed	𐑮𐑴𐑛𐑚𐑧𐑛			
roadbeds	𐑮𐑴𐑛𐑚𐑧𐑛𐑟			
roadhouses	𐑮𐑴𐑛𐑣𐑬𐑟𐑩𐑟			
roadless	𐑮𐑴𐑛𐑤𐑩𐑕			
roadman	𐑮𐑴𐑛𐑥𐑩𐑯			
roadmen	𐑮𐑴𐑛𐑥𐑧𐑯			
roadmender	𐑮𐑴𐑛𐑥𐑧𐑯𐑛𐑼			
roadmenders	𐑮𐑴𐑛𐑥𐑧𐑯𐑛𐑼𐑟			
roadsides	𐑮𐑴𐑛𐑕𐑲𐑛𐑟			
roadstead	𐑮𐑴𐑛𐑕𐑑𐑧𐑛			
roadsteads	𐑮𐑴𐑛𐑕𐑑𐑧𐑛𐑟			
roadsters	𐑮𐑴𐑛𐑕𐑑𐑼𐑟			
roadways	𐑮𐑴𐑛𐑢𐑱𐑟			
roadworks	𐑮𐑴𐑛𐑢𐑻𐑒𐑕			
roadworthy	𐑮𐑴𐑛𐑢𐑻𐑞𐑦			
roamed	𐑮𐑴𐑥𐑛			
roams	𐑮𐑴𐑥𐑟			
roan	𐑮𐑴𐑯			
roans	𐑮𐑴𐑯𐑟			
roars	𐑮𐑹𐑟			
roaster	𐑮𐑴𐑕𐑑𐑼			
roasters	𐑮𐑴𐑕𐑑𐑼𐑟			
roastings	𐑮𐑴𐑕𐑑𐑦𐑙𐑟			
robed	𐑮𐑴𐑚𐑛			
robing	𐑮𐑴𐑚𐑦𐑙			
roboam	𐑮𐑪𐑚𐑴𐑩𐑥			
roboting	𐑮𐑴𐑚𐑪𐑑𐑦𐑙			
robustly	𐑮𐑴𐑚𐑳𐑕𐑑𐑤𐑦			
robustness	𐑮𐑴𐑚𐑳𐑕𐑑𐑯𐑩𐑕			
roc	𐑮𐑪𐑒			
rochdale	𐑮𐑪𐑗𐑛𐑱𐑤			
rockeries	𐑮𐑪𐑒𐑼𐑦𐑟			
rockery	𐑮𐑪𐑒𐑼𐑦			
rocketed	𐑮𐑪𐑒𐑦𐑑𐑩𐑛			
rocketing	𐑮𐑪𐑒𐑦𐑑𐑦𐑙			
rocketry	𐑮𐑪𐑒𐑦𐑑𐑮𐑦			
rockier	𐑮𐑪𐑒𐑽			
rockiest	𐑮𐑪𐑒𐑾𐑕𐑑			
rococo	𐑮𐑩𐑒𐑴𐑒𐑴			
rocs	𐑮𐑪𐑒𐑕			
rodeos	𐑮𐑴𐑛𐑱𐑴𐑟			
rodomontade	𐑮𐑪𐑛𐑩𐑥𐑪𐑯𐑑𐑱𐑛			
roebuck	𐑮𐑴𐑚𐑳𐑒			
roebucks	𐑮𐑴𐑚𐑳𐑒𐑕			
roentgen	𐑮𐑧𐑯𐑑𐑜𐑧𐑯			
roentgens	𐑮𐑧𐑯𐑑𐑜𐑧𐑯𐑟			
roes	𐑮𐑴𐑟			
rogation	𐑮𐑴𐑜𐑱𐑖𐑩𐑯			
rogations	𐑮𐑴𐑜𐑱𐑖𐑩𐑯𐑟			
rogueries	𐑮𐑴𐑜𐑼𐑦𐑟			
roguery	𐑮𐑴𐑜𐑼𐑦			
roguish	𐑮𐑴𐑜𐑦𐑖			
roguishly	𐑮𐑴𐑜𐑦𐑖𐑤𐑦			
roguishness	𐑮𐑴𐑜𐑦𐑖𐑯𐑩𐑕			
roiling	𐑮𐑶𐑤𐑦𐑙			
roisterer	𐑮𐑶𐑕𐑑𐑼𐑼			
roisterers	𐑮𐑶𐑕𐑑𐑼𐑼𐑟			
rollicking	𐑮𐑪𐑤𐑦𐑒𐑦𐑙			
romaic	𐑮𐑴𐑥𐑱𐑦𐑒			
romanced	𐑮𐑴𐑥𐑨𐑯𐑕𐑑			
romanesque	𐑮𐑴𐑥𐑩𐑯𐑧𐑕𐑒			
romanians	𐑮𐑴𐑥𐑱𐑯𐑾𐑯𐑟			
romanies	𐑮𐑴𐑥𐑩𐑯𐑦𐑟			
romanovitch	𐑮𐑴𐑥𐑭𐑯𐑴𐑝𐑦𐑗			
romanticise	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟			
romanticised	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟𐑛			
romanticises	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟𐑩𐑟			
romanticising	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟𐑦𐑙			
romanticist	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑦𐑕𐑑			
romanticists	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑦𐑕𐑑𐑕			
romanticized	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟𐑛			
romanticizes	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟𐑩𐑟			
romanticizing	𐑮𐑴𐑥𐑨𐑯𐑑𐑦𐑕𐑲𐑟𐑦𐑙			
romany	𐑮𐑴𐑥𐑩𐑯𐑦			
romish	𐑮𐑴𐑥𐑦𐑖			
romped	𐑮𐑪𐑥𐑐𐑑			
rompers	𐑮𐑪𐑥𐑐𐑼𐑟			
romps	𐑮𐑪𐑥𐑐𐑕			
romsey	𐑮𐑳𐑥𐑟𐑦			
rondeau	𐑮𐑪𐑯𐑛𐑴			
rondeaus	𐑮𐑪𐑯𐑛𐑴𐑟			
rondel	𐑮𐑪𐑯𐑛𐑩𐑤			
rondels	𐑮𐑪𐑯𐑛𐑩𐑤𐑟			
rondo	𐑮𐑪𐑯𐑛𐑴			
rondos	𐑮𐑪𐑯𐑛𐑴𐑟			
roneo	𐑮𐑴𐑯𐑦𐑴			
roneoed	𐑮𐑴𐑯𐑦𐑴𐑛			
roneoing	𐑮𐑴𐑯𐑦𐑴𐑦𐑙			
roneos	𐑮𐑴𐑯𐑦𐑴𐑟			
rontgen	𐑮𐑪𐑯𐑑𐑘𐑩𐑯			
rontgens	𐑮𐑪𐑯𐑑𐑘𐑩𐑯𐑟			
rood	𐑮𐑵𐑛			
roods	𐑮𐑵𐑛𐑟			
roofed	𐑮𐑵𐑓𐑑			
roofing	𐑮𐑵𐑓𐑦𐑙			
roofless	𐑮𐑵𐑓𐑤𐑩𐑕			
rooked	𐑮𐑫𐑒𐑑			
rookeries	𐑮𐑫𐑒𐑼𐑦𐑟			
rookery	𐑮𐑫𐑒𐑼𐑦			
rooking	𐑮𐑫𐑒𐑦𐑙			
roomer	𐑮𐑵𐑥𐑼			
roomers	𐑮𐑵𐑥𐑼𐑟			
roomfuls	𐑮𐑵𐑥𐑓𐑫𐑤𐑟			
roomier	𐑮𐑵𐑥𐑽			
roomiest	𐑮𐑵𐑥𐑾𐑕𐑑			
roomily	𐑮𐑵𐑥𐑦𐑤𐑦			
roosted	𐑮𐑵𐑕𐑑𐑩𐑛			
roosting	𐑮𐑵𐑕𐑑𐑦𐑙			
roosts	𐑮𐑵𐑕𐑑𐑕			
rootle	𐑮𐑵𐑑𐑩𐑤			
rootled	𐑮𐑵𐑑𐑩𐑤𐑛			
rootles	𐑮𐑵𐑑𐑩𐑤𐑟			
rootless	𐑮𐑵𐑑𐑤𐑩𐑕			
rootling	𐑮𐑵𐑑𐑩𐑤𐑦𐑙			
ropewalk	𐑮𐑴𐑐𐑢𐑷𐑒			
ropewalker	𐑮𐑴𐑐𐑢𐑷𐑒𐑼			
ropewalkers	𐑮𐑴𐑐𐑢𐑷𐑒𐑼𐑟			
ropewalks	𐑮𐑴𐑐𐑢𐑷𐑒𐑕			
ropeway	𐑮𐑴𐑐𐑢𐑱			
ropeways	𐑮𐑴𐑐𐑢𐑱𐑟			
ropey	𐑮𐑴𐑐𐑦			
ropier	𐑮𐑴𐑐𐑽			
ropiest	𐑮𐑴𐑐𐑾𐑕𐑑			
roping	𐑮𐑴𐑐𐑦𐑙			
roquefort	𐑮𐑴𐑒𐑩𐑓𐑹			
rorschach	𐑮𐑹𐑖𐑭𐑒			
rosamund	𐑮𐑪𐑟𐑩𐑥𐑩𐑯𐑛			
rosaries	𐑮𐑴𐑟𐑼𐑦𐑟			
roscommon	𐑮𐑪𐑕𐑒𐑪𐑥𐑩𐑯			
roseate	𐑮𐑴𐑟𐑾𐑑			
rosette	𐑮𐑴𐑟𐑧𐑑			
rosettes	𐑮𐑴𐑟𐑧𐑑𐑕			
rosewood	𐑮𐑴𐑟𐑢𐑫𐑛			
rosier	𐑮𐑴𐑟𐑽			
rosiest	𐑮𐑴𐑟𐑾𐑕𐑑			
rosina	𐑮𐑴𐑟𐑰𐑯𐑩			
rosings	𐑮𐑴𐑟𐑦𐑙𐑟			
rosinned	𐑮𐑪𐑟𐑦𐑯𐑛			
rosinning	𐑮𐑪𐑟𐑦𐑯𐑦𐑙			
rosins	𐑮𐑪𐑟𐑦𐑯𐑟			
roslyn	𐑮𐑪𐑟𐑤𐑦𐑯			
rossetti	𐑮𐑪𐑕𐑧𐑑𐑦			
rossington	𐑮𐑪𐑕𐑦𐑙𐑑𐑩𐑯			
rosslare	𐑮𐑪𐑕𐑤𐑺			
rosters	𐑮𐑪𐑕𐑑𐑼𐑟			
rostock	𐑮𐑪𐑕𐑑𐑪𐑒			
rostra	𐑮𐑪𐑕𐑑𐑮𐑩			
rostrum	𐑮𐑪𐑕𐑑𐑮𐑩𐑥			
rostrums	𐑮𐑪𐑕𐑑𐑮𐑩𐑥𐑟			
rota	𐑮𐑴𐑑𐑩			
rotarians	𐑮𐑴𐑑𐑺𐑾𐑯𐑟			
rotaries	𐑮𐑴𐑑𐑼𐑦𐑟			
rotas	𐑮𐑴𐑑𐑩𐑟			
rotational	𐑮𐑴𐑑𐑱𐑖𐑩𐑯𐑩𐑤			
rotationally	𐑮𐑴𐑑𐑱𐑖𐑩𐑯𐑩𐑤𐑦			
rotatory	𐑮𐑴𐑑𐑩𐑑𐑹𐑦			
rote	𐑮𐑴𐑑			
rotgut	𐑮𐑪𐑑𐑜𐑳𐑑			
rotherham	𐑮𐑪𐑞𐑼𐑩𐑥			
rothesay	𐑮𐑪𐑔𐑕𐑦			
rotisseries	𐑮𐑴𐑑𐑦𐑕𐑼𐑦𐑟			
rotogravure	𐑮𐑴𐑑𐑴𐑜𐑮𐑩𐑝𐑘𐑫𐑼			
rotogravures	𐑮𐑴𐑑𐑴𐑜𐑮𐑩𐑝𐑘𐑫𐑼𐑟			
rotor	𐑮𐑴𐑑𐑼			
rotors	𐑮𐑴𐑑𐑼𐑟			
rottenly	𐑮𐑪𐑑𐑩𐑯𐑤𐑦			
rottenness	𐑮𐑪𐑑𐑩𐑯𐑯𐑩𐑕			
rotter	𐑮𐑪𐑑𐑼			
rotters	𐑮𐑪𐑑𐑼𐑟			
rotund	𐑮𐑴𐑑𐑳𐑯𐑛			
rotundas	𐑮𐑴𐑑𐑳𐑯𐑛𐑩𐑟			
rotundity	𐑮𐑴𐑑𐑳𐑯𐑛𐑦𐑑𐑦			
rotundly	𐑮𐑴𐑑𐑳𐑯𐑛𐑤𐑦			
roubaix	𐑮𐑵𐑚𐑱			
rouble	𐑮𐑵𐑚𐑩𐑤			
roubles	𐑮𐑵𐑚𐑩𐑤𐑟			
roue	𐑮𐑵𐑱			
rouen	𐑮𐑵𐑪𐑯			
roues	𐑮𐑵𐑱𐑟			
rouged	𐑮𐑵𐑠𐑛			
rouges	𐑮𐑵𐑠𐑩𐑟			
roughcast	𐑮𐑳𐑓𐑒𐑨𐑕𐑑			
roughcasting	𐑮𐑳𐑓𐑒𐑨𐑕𐑑𐑦𐑙			
roughcasts	𐑮𐑳𐑓𐑒𐑨𐑕𐑑𐑕			
roughen	𐑮𐑳𐑓𐑩𐑯			
roughened	𐑮𐑳𐑓𐑩𐑯𐑛			
roughening	𐑮𐑳𐑓𐑩𐑯𐑦𐑙			
roughens	𐑮𐑳𐑓𐑩𐑯𐑟			
roughest	𐑮𐑳𐑓𐑩𐑕𐑑			
roughish	𐑮𐑳𐑓𐑦𐑖			
roughneck	𐑮𐑳𐑓𐑯𐑧𐑒			
roughness	𐑮𐑳𐑓𐑯𐑩𐑕			
roughrider	𐑮𐑳𐑓𐑮𐑲𐑛𐑼			
roughs	𐑮𐑳𐑓𐑕			
roughshod	𐑮𐑳𐑓𐑖𐑪𐑛			
rouging	𐑮𐑵𐑠𐑦𐑙			
roumania	𐑮𐑴𐑥𐑱𐑯𐑾			
roumanian	𐑮𐑴𐑥𐑱𐑯𐑾𐑯			
roundabouts	𐑮𐑬𐑯𐑛𐑩𐑚𐑬𐑑𐑕			
roundel	𐑮𐑬𐑯𐑛𐑩𐑤			
roundelay	𐑮𐑬𐑯𐑛𐑦𐑤𐑱			
roundelays	𐑮𐑬𐑯𐑛𐑦𐑤𐑱𐑟			
roundels	𐑮𐑬𐑯𐑛𐑩𐑤𐑟			
rounder	𐑮𐑬𐑯𐑛𐑼			
rounders	𐑮𐑬𐑯𐑛𐑼𐑟			
roundest	𐑮𐑬𐑯𐑛𐑩𐑕𐑑			
roundhead	𐑮𐑬𐑯𐑛𐑣𐑧𐑛			
roundheads	𐑮𐑬𐑯𐑛𐑣𐑧𐑛𐑟			
roundhouse	𐑮𐑬𐑯𐑛𐑣𐑬𐑕			
roundhouses	𐑮𐑬𐑯𐑛𐑣𐑬𐑟𐑩𐑟			
roundish	𐑮𐑬𐑯𐑛𐑦𐑖			
roundly	𐑮𐑬𐑯𐑛𐑤𐑦			
roundness	𐑮𐑬𐑯𐑛𐑯𐑩𐑕			
roundsman	𐑮𐑬𐑯𐑛𐑟𐑥𐑩𐑯			
roundsmen	𐑮𐑬𐑯𐑛𐑟𐑥𐑧𐑯			
roundups	𐑮𐑬𐑯𐑛𐑳𐑐𐑕			
roused	𐑮𐑬𐑟𐑛			
rouses	𐑮𐑬𐑟𐑩𐑟			
rout	𐑮𐑬𐑑			
routemarch	𐑮𐑵𐑑𐑥𐑸𐑗			
routemarches	𐑮𐑵𐑑𐑥𐑸𐑗𐑩𐑟			
routs	𐑮𐑬𐑑𐑕			
rove	𐑮𐑴𐑝			
roved	𐑮𐑴𐑝𐑛			
rovers	𐑮𐑴𐑝𐑼𐑟			
roves	𐑮𐑴𐑝𐑟			
rowans	𐑮𐑴𐑩𐑯𐑟			
rowboats	𐑮𐑴𐑚𐑴𐑑𐑕			
rowdier	𐑮𐑬𐑛𐑽			
rowdies	𐑮𐑬𐑛𐑦𐑟			
rowdiest	𐑮𐑬𐑛𐑾𐑕𐑑			
rowdily	𐑮𐑬𐑛𐑦𐑤𐑦			
rowdiness	𐑮𐑬𐑛𐑦𐑯𐑩𐑕			
rowdyism	𐑮𐑬𐑛𐑦𐑦𐑟𐑩𐑥			
rowel	𐑮𐑬𐑩𐑤			
rowels	𐑮𐑬𐑩𐑤𐑟			
rower	𐑮𐑴𐑼			
rowers	𐑮𐑴𐑼𐑟			
rowlock	𐑮𐑪𐑤𐑩𐑒			
rowlocks	𐑮𐑪𐑤𐑩𐑒𐑕			
royalist	𐑮𐑶𐑩𐑤𐑦𐑕𐑑			
royalists	𐑮𐑶𐑩𐑤𐑦𐑕𐑑𐑕			
rubbered	𐑮𐑳𐑚𐑼𐑛			
rubbering	𐑮𐑳𐑚𐑼𐑦𐑙			
rubberise	𐑮𐑳𐑚𐑼𐑲𐑟			
rubberised	𐑮𐑳𐑚𐑼𐑲𐑟𐑛			
rubberises	𐑮𐑳𐑚𐑼𐑲𐑟𐑩𐑟			
rubberising	𐑮𐑳𐑚𐑼𐑲𐑟𐑦𐑙			
rubberize	𐑮𐑳𐑚𐑼𐑲𐑟			
rubberized	𐑮𐑳𐑚𐑼𐑲𐑟𐑛			
rubberizes	𐑮𐑳𐑚𐑼𐑲𐑟𐑩𐑟			
rubberizing	𐑮𐑳𐑚𐑼𐑲𐑟𐑦𐑙			
rubberneck	𐑮𐑳𐑚𐑼𐑯𐑧𐑒			
rubbernecked	𐑮𐑳𐑚𐑼𐑯𐑧𐑒𐑑			
rubbernecking	𐑮𐑳𐑚𐑼𐑯𐑧𐑒𐑦𐑙			
rubbernecks	𐑮𐑳𐑚𐑼𐑯𐑧𐑒𐑕			
rubbings	𐑮𐑳𐑚𐑦𐑙𐑟			
rubbished	𐑮𐑳𐑚𐑦𐑖𐑑			
rubbishes	𐑮𐑳𐑚𐑦𐑖𐑩𐑟			
rubbishing	𐑮𐑳𐑚𐑦𐑖𐑦𐑙			
rubbishy	𐑮𐑳𐑚𐑦𐑖𐑦			
rubicon	𐑮𐑵𐑚𐑦𐑒𐑪𐑯			
rubicons	𐑮𐑵𐑚𐑦𐑒𐑪𐑯𐑟			
rubicund	𐑮𐑵𐑚𐑦𐑒𐑩𐑯𐑛			
rubric	𐑮𐑵𐑚𐑮𐑦𐑒			
rubrics	𐑮𐑵𐑚𐑮𐑦𐑒𐑕			
rucked	𐑮𐑳𐑒𐑑			
rucking	𐑮𐑳𐑒𐑦𐑙			
rucks	𐑮𐑳𐑒𐑕			
rucksack	𐑮𐑳𐑒𐑕𐑨𐑒			
rucksacks	𐑮𐑳𐑒𐑕𐑨𐑒𐑕			
ruckuses	𐑮𐑳𐑒𐑩𐑕𐑩𐑟			
ructions	𐑮𐑳𐑒𐑖𐑩𐑯𐑟			
rudderless	𐑮𐑳𐑛𐑼𐑤𐑩𐑕			
rudders	𐑮𐑳𐑛𐑼𐑟			
ruddier	𐑮𐑳𐑛𐑽			
ruddiest	𐑮𐑳𐑛𐑾𐑕𐑑			
ruddiness	𐑮𐑳𐑛𐑦𐑯𐑩𐑕			
ruddington	𐑮𐑳𐑛𐑦𐑙𐑑𐑩𐑯			
ruddle	𐑮𐑳𐑛𐑩𐑤			
ruddled	𐑮𐑳𐑛𐑩𐑤𐑛			
ruddles	𐑮𐑳𐑛𐑩𐑤𐑟			
ruddling	𐑮𐑳𐑛𐑩𐑤𐑦𐑙			
rudenesses	𐑮𐑵𐑛𐑯𐑩𐑕𐑩𐑟			
rudiment	𐑮𐑵𐑛𐑦𐑥𐑩𐑯𐑑			
rudiments	𐑮𐑵𐑛𐑦𐑥𐑩𐑯𐑑𐑕			
rudolf	𐑮𐑵𐑛𐑪𐑤𐑓			
rued	𐑮𐑵𐑛			
rueful	𐑮𐑵𐑓𐑩𐑤			
ruefully	𐑮𐑵𐑓𐑩𐑤𐑦			
rues	𐑮𐑵𐑟			
ruffed	𐑮𐑳𐑓𐑑			
ruffian	𐑮𐑳𐑓𐑾𐑯			
ruffianism	𐑮𐑳𐑓𐑾𐑯𐑦𐑟𐑩𐑥			
ruffianly	𐑮𐑳𐑓𐑾𐑯𐑤𐑦			
ruffing	𐑮𐑳𐑓𐑦𐑙			
ruffling	𐑮𐑳𐑓𐑩𐑤𐑦𐑙			
ruffs	𐑮𐑳𐑓𐑕			
rugeley	𐑮𐑵𐑡𐑤𐑦			
ruggedly	𐑮𐑳𐑜𐑩𐑛𐑤𐑦			
ruggedness	𐑮𐑳𐑜𐑩𐑛𐑯𐑩𐑕			
rugger	𐑮𐑳𐑜𐑼			
ruing	𐑮𐑵𐑦𐑙			
ruinous	𐑮𐑵𐑦𐑯𐑩𐑕			
ruinously	𐑮𐑵𐑦𐑯𐑩𐑕𐑤𐑦			
rulebooks	𐑮𐑵𐑤𐑚𐑫𐑒𐑕			
rulings	𐑮𐑵𐑤𐑦𐑙𐑟			
rumbas	𐑮𐑳𐑥𐑚𐑩𐑟			
rumbled	𐑮𐑳𐑥𐑚𐑩𐑤𐑛			
rumbles	𐑮𐑳𐑥𐑚𐑩𐑤𐑟			
rumbustious	𐑮𐑩𐑥𐑚𐑳𐑕𐑗𐑩𐑕			
ruminant	𐑮𐑵𐑥𐑦𐑯𐑩𐑯𐑑			
ruminants	𐑮𐑵𐑥𐑦𐑯𐑩𐑯𐑑𐑕			
ruminate	𐑮𐑵𐑥𐑦𐑯𐑱𐑑			
ruminated	𐑮𐑵𐑥𐑦𐑯𐑱𐑑𐑩𐑛			
